"g","delta","phi","Tui","R","ID"
792.222795717379,0.000849178604142085,11600,241794,-0.10151798,48
1058.79721201587,0.0019683029112326,14197,186517,-0.035785862,49
1558.46746872268,0.000687315207196011,22619,152618,-0.064323645,50
797.931873178953,0.00490800791637557,11482,229912,-0.017745049,51
1138.39255462489,-0.00137698286274705,12984,194659,0.055932336,52
924.245680509348,0.000376839404819769,9914,191826,-0.267666966,53
488.067091222749,0.0265689439299517,6245,173810,-0.00602689,54
858.580385060742,0.00229189884636295,6569,136963,-0.066420982,55
319.185175001347,0.000778191865396188,7844,234901,-0.163823322,56
148.834981645696,-0.0107772042027488,5533,184269,0.016770006,57
299.531155001129,0.00390500657043153,7676,227912,-0.033361323,58
1158.01019912158,0.000145212809155937,14397,212625,-0.478324987,59
657.62705178379,-0.117405968292017,6480,162915,0.001314422,60
450.079712675159,0.00157540337166428,8183,228007,-0.077570337,61
1226.38007338976,0.00192084935692741,11924,168975,-0.0436601,62
1618.52472541391,0.00175674345045851,24961,150576,-0.022804979,63
681.386265469889,0.00212829276515807,8899,218405,-0.05279921,64
-11.2137811653417,0.00548100298907281,2892,113525,-0.063087261,65
523.402591969543,0.00361400605382929,6193,175891,-0.044679679,66
806.631693438432,-0.00227094450839087,8316,188115,0.052951589,67
727.700676206045,-0.00353077506351924,6643,162353,0.042634944,68
751.093489865059,0.000621357013883031,10151,241274,-0.158544057,69
203.204877267353,0.00790669971154003,6405,224689,-0.019746295,70
179.158326225934,0.00440263389338656,5796,205249,-0.039188537,71
616.537710868071,-0.0158040655056922,8636,227766,0.007326871,72
918.213214610045,0.000795000113281096,10295,214823,-0.122181783,73
69.8093417045893,0.00428275956671899,4508,172577,-0.051795544,74
1014.6383397353,0.000813604747532103,12849,240201,-0.095657097,75
539.663270897641,1.86653007847549,5624,163361,-9.53e-05,76
1103.69223736765,0.000319472213203163,13935,240962,-0.224625955,77
541.459282328942,0.109758997701554,8010,225426,-0.001137437,78
1117.65514747605,0.00108169159265728,13980,237684,-0.066128607,79
-63.0176518511298,0.00146316216137643,5923,243289,-0.115389371,80
-796.564345633747,0.00454989672631262,3181,180358,-0.069093118,81
1263.39229274973,-0.000637234586689758,10690,152961,0.146798952,82
767.042072590241,-0.00131038927328436,7147,175455,0.106776551,83
664.837597955608,0.000632467981105991,8703,232617,-0.181673872,84
182.488807521867,0.00126886281300245,7021,258825,-0.112250002,85
791.884889472004,0.00735405719266354,6757,168228,-0.020124221,86
635.912261552359,0.0538278762052986,6403,181824,-0.002901411,87
390.246778945685,0.00101051756374953,6167,211211,-0.160465689,88
544.259536745081,-0.00547018902448529,6865,212072,0.026629139,89
1316.07408369853,-0.00113054200053884,15618,218248,0.056635388,90
1068.53952571403,-0.0105715600523373,10300,201792,0.009183827,91
767.061190801752,0.000567699000510135,6815,178338,-0.258473492,92
1205.50194913698,-0.00121635711104729,9679,160765,0.084939248,93
97.5866754088891,0.00194302702686168,4071,168690,-0.126421243,94
443.285707760436,0.00122893243942565,7054,234600,-0.11535503,95
561.900319212207,-0.00179194093887855,6311,197340,0.088425623,96
319.355936646914,0.0108585791585135,5520,205585,-0.016683529,97
1252.80765860904,-0.0018866160971652,11757,188756,0.045083741,98
998.492795910599,0.00177246953773512,8477,185994,-0.066554747,99
627.485839147524,0.00088014594726751,13009,391214,-0.087337628,100
595.063169443175,0.0112600565125639,7070,224911,-0.012561457,101
1279.90026424756,-0.000777424503392585,11834,187272,0.108695161,102
1019.76929525123,0.000483083136945027,10948,241213,-0.189079016,103
808.124003518072,-0.00296659257577699,7151,194255,0.047138452,104
1263.97810583097,0.00163570161043323,9171,151039,-0.066662136,105
468.012525710237,-0.0279954837519875,5118,183297,0.006979298,106
492.892860275208,-0.0023084897052385,5535,195916,0.078262629,107
1061.99419880094,-0.00923447225044783,8547,183755,0.01266993,108
476.192263797309,-0.0028931612909114,5315,191248,0.065031547,109
619.679413430792,-0.00867100967622894,5961,195159,0.019346892,110
1230.80597892587,0.000497757838667935,13613,241318,-0.147580184,111
1091.41798884237,-0.00244932382688941,9282,197387,0.043985773,112
623.69894323727,-0.00263671037166894,4087,134402,0.092796786,113
708.098209142618,-0.00260199589568843,5718,176536,0.067212375,114
1058.491761602,-0.00115803539602583,10794,239636,0.080001062,115
1034.75140183634,-0.0153427147401109,7153,163266,0.009111913,116
676.373063179801,0.00903588863619611,6513,208543,-0.016992139,117
1066.88442259333,0.00640963659642532,9108,203589,-0.017129456,118
1005.09246419763,0.00240185136434803,6303,151494,-0.066055132,119
-641.892121969637,0.00633278974103317,3188,210668,-0.049532086,120
401.853197731718,0.00163140749553187,4040,161289,-0.151724663,121
132.43103472796,0.00797540727689238,2089,207619,-0.060021755,122
857.844961918436,0.00110534773073928,8739,248182,-0.103523593,123
1210.97788495439,-0.0168677733394992,8535,166051,0.006946063,124
838.690730449129,0.000847185124177874,8254,242331,-0.143006973,125
291.980228387689,0.00935315474086335,5818,253806,-0.018376727,126
824.618983147857,-0.0220847396750628,4495,133454,0.010073445,127
846.28757139641,0.00138057147034544,12999,169686,-0.055722573,128
932.742124716036,-0.00174702198383747,6909,187618,0.082848841,129
1044.90398628259,0.00387671212370286,5949,144626,-0.04336032,130
1626.7408012702,-0.000678054736345327,17037,147510,0.086564958,131
74.366875706073,0.00427840999988526,4575,232869,-0.051088894,132
1357.53435510548,0.0022562338086528,11867,190684,-0.037348654,133
811.560313238611,0.0192460516928382,5668,176751,-0.009167027,134
188.412900783138,0.00230433540977353,4882,235553,-0.088890742,135
467.130419503276,-0.016367686063218,5407,215329,0.011299425,136
619.939468974456,-0.00666778345367287,6379,232627,0.023510719,137
710.880667916342,-0.00506801044544537,5329,182729,0.037026851,138
888.239438501366,0.0198598699022952,5791,173025,-0.008695009,139
203.981468206792,-0.001680752998926,3648,180110,0.163095236,140
561.817763709091,0.00134074290079543,6041,237281,-0.123465511,141
839.606299588296,0.000715721312060586,5238,164731,-0.26674148,142
820.058400990139,0.00247408483642229,7560,244294,-0.053464267,143
907.993145152074,0.000661925223356431,8308,248319,-0.18184216,144
825.221762599217,0.000716081976691733,11624,373186,-0.120138348,145
784.343955633452,0.0103244974417454,5481,183703,-0.017671413,146
-544.044783484314,-0.00384505974907263,2412,174918,0.107825034,147
118.03128975906,-0.00351020233472645,3837,204849,0.074246511,148
622.207447044447,-0.00442366817098142,5089,197899,0.04442066,149
910.84742215416,-0.00338190815361079,6000,182334,0.049281843,150
1205.57910467835,0.00131514835142948,8198,177476,-0.092750731,151
822.766514659474,0.000979392012336384,7214,242774,-0.141536126,152
1367.42749370298,0.00134061866234942,9504,165882,-0.078485298,153
451.711039265554,0.00301782930688171,4722,212927,-0.070174503,154
300.247704698437,0.0016808655968875,4837,242493,-0.122995982,155
112.08486416874,-0.00696837793682954,2515,138154,0.057059809,156
1079.08063796142,0.00065988248321876,9076,243506,-0.166970179,157
180.032433015855,0.00188929207925412,4143,228850,-0.12775737,158
691.444079360089,-0.00711671643282563,4228,168101,0.03323421,159
11.7128915933538,0.00566010610222011,3174,196582,-0.055663243,160
702.59119124887,0.00044702102696594,6219,248946,-0.359709155,161
617.689075683675,-0.00210838668483026,3806,161729,0.12461805,162
755.200640151005,0.000668467246742045,6127,239366,-0.244158578,163
729.307546253075,0.00287557752694134,3653,145178,-0.095197435,164
998.030733116129,-0.138363313919251,7450,233976,0.000970114,165
-54.0312236791729,-0.0142663804868785,3200,212625,0.021904645,166
1647.23910878029,-0.000932436392554407,16283,162521,0.065863736,167
619.944447453021,0.00134988027804849,4796,213112,-0.154463394,168
15.1646645515623,-0.00299553851632346,2258,144752,0.147843132,169
490.453840740496,-0.00262082460478597,3386,165016,0.11268733,170
805.351086072888,-0.00214041322656014,4003,153531,0.116712342,171
471.23771751281,-0.00408730013188506,3081,205621,0.079409374,172
824.576300802394,0.00113665071439503,6293,238725,-0.139802597,173
538.761668350564,0.00227897199233145,4338,206610,-0.101151299,174
273.694699710601,-0.00153701514598867,4518,256044,0.144004355,175
-200.287635317104,0.584665759705102,2436,177006,-0.000702126,176
901.390886519772,-0.00406721337703792,5215,184218,0.047146421,177
642.060951616974,-0.00164363895939408,3841,172152,0.158397844,178
33.6703830216757,-0.00560351648216902,2121,137543,0.084139258,179
304.375336768282,-0.00274258707473496,3045,172836,0.119743591,180
797.583352890091,0.00150877781588986,6006,242314,-0.110354331,181
-20.726913749867,0.00212448231865967,3112,214499,-0.151254147,182
1354.22134069212,-0.00664796158938699,10287,217406,0.014622538,183
982.245974902078,-0.00110763344725697,7163,247095,0.126040172,184
1017.24227864748,0.000923883762647704,7038,237789,-0.153791879,185
1661.55004142875,0.0204697961547017,14686,152941,-0.003326465,186
1472.19784950459,0.00109230226740072,14274,248220,-0.064137418,187
449.066594787414,-0.011147733046196,3771,208990,0.023787944,188
866.346176513901,-0.00292962450004443,4014,160674,0.085037537,189
1140.6878719122,-0.0344073200068196,7026,213991,0.004136576,190
1013.75905526378,0.0117386728122181,5215,182629,-0.016335284,191
453.562953239272,-0.037758088060381,2906,162468,0.009113693,192
1036.64624259977,-0.00531837689562893,4578,158929,0.041071929,193
886.361711174177,0.00095467997866988,5762,236612,-0.181789557,194
1038.72142484818,-0.00208515227410366,6434,227416,0.074538589,195
1309.26999321237,-0.00281593878919117,10543,264244,0.033683141,196
642.898467218797,-0.00357571066566457,2759,137148,0.101364511,197
675.834652016636,-0.0027291973099907,3054,152321,0.119976457,198
583.085942731109,-0.00808227239243577,2519,133819,0.049117737,199
382.118668973499,-0.00580640281851618,2620,161271,0.065734225,200
925.063945004911,-0.00295859938758002,5215,213826,0.064812612,201
720.971198780528,0.00351390767781825,3474,169570,-0.081918094,202
625.775785219346,-0.00299943987568028,2971,158626,0.112216621,203
896.746775488998,0.116649612837386,4433,186279,-0.001933833,204
1474.66313117313,0.00133011609268819,11121,217106,-0.0676031,205
1207.46383241057,0.0219380833838207,7800,239594,-0.005843953,206
994.927392258794,-0.00226551369598115,4014,158977,0.10996537,207
942.865289361916,-0.00670382597601819,5914,248780,0.025222954,208
918.377725184463,0.00516969021112521,5544,242427,-0.034890907,209
140.74210332672,-0.00798375771989768,2206,170295,0.056778922,210
380.051711503488,0.00141109310523358,3668,246900,-0.193203506,211
766.827758825181,0.00393144769901308,4594,235826,-0.055367703,212
565.736837635993,-0.0573062741439917,2954,175756,0.005907277,213
772.922340720936,0.00660237255985394,3684,187794,-0.041113112,214
1132.51763659755,-0.00252462567913381,4228,149706,0.093684561,215
212.315111235298,0.0815998430899005,5086,159380,-0.002409541,216
896.582551222623,0.00670099724631554,3564,162955,-0.041871919,217
603.265399165655,0.00192809977222591,3625,212493,-0.143074582,218
329.742488820827,-0.00247784590498084,2500,176559,0.161430539,219
469.361027596337,0.00485657682097748,2940,188999,-0.070036173,220
-2732.85468512553,0.0182686333315202,1044,218244,-0.05243164,221
839.007029522723,-0.0419438093980899,4958,247580,0.004808677,222
471.23771751281,-0.00408730013188506,3081,205621,0.079409374,223
824.576300802394,0.00113665071439503,6293,238725,-0.139802597,224
1450.4322174758,-0.00158408037551774,10602,248326,0.059543586,225
-451.384370177522,0.0269762454312284,1817,204786,-0.020401569,226
804.395930010324,-0.0274602112750629,3161,168838,0.011520508,227
338.721405893998,0.00147497436935268,3034,230560,-0.22346008,228
1043.84452131028,-0.0169621275234512,3792,162330,0.01554717,229
44.9186496316379,-0.00263309051338864,2368,217521,0.160380851,230
616.170199741744,0.00192865101991593,2921,187644,-0.177506717,231
1487.54288656122,0.00912391201454076,8143,187091,-0.013459672,232
388.830108845858,-0.075164269195267,2397,185988,0.005550352,233
794.621074519397,0.00336158283220741,3636,211019,-0.081814882,234
623.5626655535,0.00503911608946268,3232,217414,-0.061400836,235
473.677547274468,0.00615518202913798,3117,240301,-0.052122147,236
628.182022226546,0.00565832745093131,2763,193710,-0.063963326,237
-516.108181921531,0.00323663185774333,1832,241590,-0.168648012,238
1073.45003035135,0.00260548561157617,4652,218222,-0.082503356,239
692.888980470639,0.00352373791508853,3461,234756,-0.081996403,240
1221.64922395596,0.000939516986714708,6142,242605,-0.173294808,241
1152.60936884901,-6.58657210563632,5678,246213,2.67e-05,242
242.644822765781,0.0262253590388157,2180,201584,-0.017491299,243
305.112911360776,0.00126603363855876,2378,213567,-0.332156614,244
401.853197731718,0.00163140749553187,4040,161289,-0.151724663,245
132.43103472796,0.00797540727689238,2089,207619,-0.060021755,246
635.512497477733,0.00193144288460468,3142,229087,-0.164782827,247
1540.69519458412,-0.00117802237422196,8103,186124,0.104761238,248
270.515636808443,0.00368020819042251,2261,212726,-0.120178575,249
695.048224488223,0.0137350739807606,2285,160559,-0.031862716,250
273.243054338069,-0.00335167620503984,2175,206270,0.137176173,251
1248.58450851413,0.00161712287586781,4956,197498,-0.124774455,252
943.615546901022,0.00309498198300081,2469,137851,-0.130864179,253
1158.40943765804,-0.00228829500127998,4128,184649,0.105864,254
240.02265413132,0.0235221777796109,1868,181839,-0.022758603,255
-116.32891569239,-0.0145579265983543,1551,183259,0.044288266,256
1337.80872275832,0.00190858985395527,7007,248744,-0.074774802,257
556.255598254789,-0.00805721360603459,2385,195391,0.052038736,258
389.42684580554,-0.00417092684759496,1897,174704,0.126386328,259
249.662709330978,0.00332763354609974,1921,190881,-0.156436158,260
1385.51997117377,0.000530469841206503,7055,242683,-0.267203587,261
13.2103771862803,-0.0382181573639741,1401,171978,0.018676355,262
1085.64872479513,0.0333806133224909,3736,208160,-0.008018605,263
-23.3564871680696,-0.0968290439783309,1441,185760,0.007166884,264
301.439864477152,0.0139076705508748,2095,231885,-0.03432113,265
430.352400509139,-0.00505482590445523,1540,158308,0.128461526,266
874.901701363516,0.0321666890383846,3221,242641,-0.00965168,267
570.853154638237,0.0173570886103457,2355,226865,-0.024464267,268
-665.573818895959,-0.0817617262136492,1257,231425,0.009730041,269
1189.02997935272,-0.0089899213441448,4531,245962,0.024549918,270
240.383149010901,-1.15772566404842,1894,229574,0.000456052,271
334.790670247476,-0.0117924313092796,1486,175046,0.057066053,272
1139.69394600619,0.000973443056208411,3361,196276,-0.305647562,273
202.692477099215,-0.00556296316624785,1365,176814,0.131692537,274
889.459024512145,-0.00726626495197999,2488,200931,0.055314424,275
1421.55067161902,-0.000855197806700686,9499,390327,0.123099286,276
729.625070129238,-0.00580146252347277,2568,244908,0.067122402,277
-166.618519874825,0.00821528832773125,1380,229103,-0.088205995,278
932.601178414594,0.010966156252248,5391,446600,-0.016915165,279
-316.70966808525,-0.0387636444227109,905,168309,0.028505379,280
969.420195691056,-0.00447569559387394,2620,212926,0.085278228,281
306.374936562043,0.00142986452720617,1793,246451,-0.390054074,282
447.131145677014,0.00412834467666964,1196,149904,-0.202531636,283
827.723217237537,-0.199413416422111,1939,185501,0.002586234,284
127.286441982069,0.0016187327083737,2673,431641,-0.231113811,285
1047.74468499631,-0.00725055524973607,1778,136052,0.077570569,286
281.533139414206,0.00463525566423922,1601,246370,-0.134751924,287
1235.00013301421,0.00140322996808666,6019,413434,-0.118398665,288
1000.14639487821,0.0021619415684145,1882,166617,-0.245774278,289
1282.10912373161,-0.011990514947276,2578,162995,0.03235037,290
1102.6019449945,-0.00552689310742879,2948,251951,0.061374993,291
404.884007520014,-0.0231595518922002,1476,227997,0.029253881,292
305.550141951757,0.0110722721607029,1054,170084,-0.085688519,293
944.576950690141,-0.00179719158784765,2418,247816,0.23011733,294
1744.42040719427,-0.00144218199238184,18739,403092,0.037002709,295
550.235827951262,0.00655298212735493,1150,164833,-0.132697633,296
391.446413661591,0.0284679942300523,1256,206903,-0.02796749,297
567.811502613931,0.00957131420959257,1160,167535,-0.090067983,298
871.910090911237,0.00128787561333555,3827,450790,-0.202893259,299
934.497802175876,-0.00721783640627887,3684,416519,0.037607403,300
865.039729846468,-0.00549306814376714,1872,234199,0.097247662,301
1380.44992809497,-0.00844965156690305,3086,206291,0.038349992,302
693.368579030145,0.00692492480150338,1481,230374,-0.097505672,303
417.642954800209,-0.00821426512239039,1164,225046,0.104587144,304
321.269994332638,0.0119985001874766,762,163738,-0.109375,305
-96.1086384519003,-0.0269809553831002,660,185775,0.056156333,306
-67.3084918243342,-0.0110304182001362,589,166015,0.153919175,307
0,0.0164933335471847,6635,107635,-0.009137989,308
19.8776079108322,0.00108159908846774,8600,144972,-0.107506627,309
333.316634897572,0.00030667121949375,13495,188046,-0.241631801,310
314.668339651918,0.00101640162190253,11926,172534,-0.082497321,311
908.179045349945,0.000192191248880956,26068,234857,-0.199599146,312
0,0.000403968414134098,7262,107594,-0.340875938,313
460.423244037754,0.000552827049588354,11792,136579,-0.153399253,314
664.295160235464,0.000995684657071989,19959,192217,-0.050319858,315
-1053.85154276324,0.00188963013705435,7641,181286,-0.069258486,316
811.955670913773,0.000289173496047996,22318,201708,-0.154948095,317
584.36240805753,0.00164657856315025,20017,210872,-0.030340208,318
-104.039191716962,0.000446478990503492,11787,165953,-0.190018414,319
-360.902065793794,0.00147667463526629,9919,162986,-0.068272734,320
1003.97029838683,0.000624586388347494,27828,189075,-0.057534122,321
497.132469202096,0.0199354212760599,14328,172146,-0.003500975,322
7.72810061368568,0.000837173228291159,13226,203309,-0.090314223,323
0,0.000599662095953886,13578,109298,-0.122816749,324
109.25915465958,-0.000649603637764935,20734,151945,0.074245213,325
-14.9397163459896,0.00412921713739697,21889,163006,-0.011063852,326
0,0.00122963327179245,16800,105439,-0.048407774,327
-57.2206828833896,0.000645380611493914,20955,136297,-0.07394289,328
335.319132563893,0.000656837489214383,31470,135529,-0.048377712,329
253.342762125134,-0.0111435616806533,27929,150746,0.003213073,330
-216.838446447619,0.00066734623519066,29063,222090,-0.051559458,331
-165.240682099331,0.000182463605887736,21826,172039,-0.251101667,332
-430.679137565948,0.000214331708771217,20931,174743,-0.222906943,333
6.1284741119307,0.000779581728085513,29651,198569,-0.043261244,334
-513.959717694207,-0.0253285387050878,19793,184570,0.001994703,335
340.93858778841,0.000279112833672696,41205,190479,-0.086950138,336
330.95555891697,0.00147542005984665,46023,206773,-0.014726834,337
281.807759425334,4.29168993860637e-05,46857,237868,-0.497275637,338
167.058422104713,0.00273382477836318,32115,198278,-0.011389939,339
-299.293382653061,0.000682243391426769,18375,162812,-0.079768847,340
456.010521226753,0.00134646851557198,36879,162713,-0.020138386,341
-156.440174186248,0.000172980013756728,34369,231852,-0.168204332,342
-422.548981550412,0.000284127376360281,24083,224995,-0.146142433,343
77.6782130344982,0.00239995416463665,30399,207658,-0.013706853,344
-735.526785423611,0.000265679887504124,18430,211008,-0.20422833,345
230.872140092548,0.000516204372379996,36753,208877,-0.052709091,346
0,0.00246232894034644,5500,105757,-0.073839924,347
579.466165150528,0.00105341088616571,13821,183582,-0.068685131,348
134.123505453658,-0.00590829470639659,8193,151384,0.020658315,349
541.065137569081,0.000893878876239507,9804,135044,-0.114108507,350
742.764077902972,-0.00155675378796367,13595,162714,0.047249896,351
285.29525307979,0.000375211959601315,11512,193297,-0.231511488,352
-153.08891914781,0.00173778750529914,6870,152151,-0.083761914,353
252.299690105372,0.00193327080089226,9818,162078,-0.052684672,354
655.573668325613,0.000542678380768635,10558,133477,-0.174532304,355
23.9291075232081,0.000940230068165858,9313,176171,-0.114202671,356
355.486141653891,0.00165630515774693,9606,162339,-0.062851705,357
578.505922356052,-0.00168329281441387,12514,169767,0.047472727,358
1030.58003975963,-0.000714185322593505,20816,188717,0.067265411,359
799.126799347984,0.000397204231656982,18516,191249,-0.135968705,360
609.595810390329,0.00490074531683513,14468,175496,-0.01410358,361
-132.771834311674,0.000603074449348033,8905,180810,-0.186206633,362
-403.787955630576,0.00249940584211801,7540,179613,-0.053063009,363
376.375886926633,0.000320637113504593,14573,226934,-0.214011566,364
224.884637597696,0.000677941219041399,14365,235315,-0.102683894,365
-232.507857858949,0.000781766579464919,6003,138868,-0.213085823,366
-1060.08602969807,0.00187483720607735,6061,180255,-0.088001921,367
679.101531906053,0.000284031363124458,16191,219373,-0.217450309,368
386.293105857146,0.00158723356663384,14596,236385,-0.04316436,369
659.469846146191,-0.000297727756359272,18270,246368,0.183840896,370
1360.23881909293,-0.00301235330340323,29734,161550,0.011164538,371
102.683898712399,0.000485340541311245,13104,227429,-0.157235116,372
0,0.000338463768193942,10444,112675,-0.282892186,373
180.860030310085,0.00110858110631625,14889,136082,-0.060585263,374
316.23320429057,-0.00849248792104134,23309,174215,0.005051745,375
421.456175683623,0.00114750840716721,25512,156969,-0.034158565,376
-753.358095898159,0.000362717335126631,9690,188776,-0.284516797,377
175.594285558326,0.000935420397051105,16085,150954,-0.0664618,378
-116.841063703968,-0.00275599383080814,11439,147274,0.031720038,379
-741.094125509064,-0.0317578699487637,9911,199127,0.003177102,380
-1390.91211294634,0.00293870635925573,4191,115395,-0.081194413,381
-42.4046512434878,-0.00142512527650583,15491,187355,0.045296798,382
-620.058962745732,0.00321728166027122,7287,144459,-0.042654234,383
197.106226672975,0.000446547999144771,15708,148764,-0.142564357,384
-327.32161569685,0.00151370944475843,10950,174657,-0.060331394,385
27.7591520620989,-0.00551161413904808,13591,161177,0.013349647,386
-165.892520456578,-0.0220847396750628,4495,133454,0.010073445,387
-144.223932208025,0.00138057147034544,12999,169686,-0.055722573,388
-576.9464354887,0.00620762288178889,8935,172780,-0.018029352,389
-5.05754110289649,-0.00127729662698151,12033,147610,0.065063035,390
507.531551126292,0.0183107793548423,28102,149776,-0.001943372,391
55.8787143565728,0.000347945065982514,11956,139451,-0.240382812,392
435.433136556807,0.00836921420508795,19770,132849,-0.00604378,393
-914.121950099593,0.00120194827404084,6994,162743,-0.118956614,394
243.91013371314,0.00174125662002917,17063,150795,-0.033657498,395
-436.762960075211,0.00128646523139016,7253,134165,-0.107172724,396
408.352503345047,0.000156462125363057,21375,153858,-0.299009269,397
0,0.000247558600769578,19008,113023,-0.212513027,398
343.121817887498,0.00018525222613814,36236,170843,-0.148969141,399
-240.071544798871,0.00179669550137736,18728,141744,-0.029718995,400
551.722255706013,-0.000309824805934683,47219,151456,0.068354487,401
-527.670523262744,0.000253750084512179,21948,194299,-0.179555558,402
337.990261022964,0.000146123251840866,41325,175888,-0.165602851,403
-929.427256587287,0.000311552872794001,14406,120570,-0.222804947,404
560.399523193028,0.000302479309686825,67145,230925,-0.049236894,405
94.29245386445,0.00032584802635427,42442,238734,-0.072308452,406
-1003.02830424688,0.000350114562293991,16141,179196,-0.176953594,407
-663.492937686479,0.000200725419795376,24857,195825,-0.200423625,408
-405.010770665696,0.000155455850172326,25488,164998,-0.252381299,409
530.195197252073,0.000101122043967101,77332,240983,-0.12787773,410
47.865279591327,9.15111389125114e-05,42069,207906,-0.259754961,411
-390.756765982804,0.000254173930835289,39225,227819,-0.10030118,412
-23.5690499304499,0.000119086047199392,50557,217038,-0.166095484,413
-364.381121457294,0.000633105852135762,10331,136450,-0.152890785,414
-470.736098066698,0.000477060196114399,10317,145623,-0.203176459,415
208.51081001025,0.000453261151743523,20004,153570,-0.110289624,416
